ID,en,fr,de,es,pl,ru,ko,ja,zh,zh_tw,tr,hi,ind
Levy_Axemen.name,Levy Axemen,Hacheurs levés,Aufgebotene Axtträger,Hacha de leva,Toporonosy z pospolitego ruszenia,Ополченцы-топорщики,징집 도끼병,徴集斧兵,征召斧兵,徵召斧兵,Milis Baltacıları,भर्ती कुल्हाड़ीधारी,Pasukan Kapak Milisi
AdvancedMilitia_CE.name,Town Militia,Milice urbaine,Stadtmiliz,Milicia urbana,Milicja miejska,Городское ополчение,도시 민병대,都市民兵,城镇民兵,城鎮民兵,Şehir Milisi,शहरी मिलिशिया,Milisi Kota
High_Knights.name,High Knights,Hauts chevaliers,Hohe Ritter,Altos caballeros,Wysokiej rangi rycerze,Высокие рыцари,고위 기사,上級騎士,高級騎士,高階騎士,Yüksek Şövalyeler,उच्च शूरवीर,Ksatria Tinggi
Late_Knights.name,Late Knights,Chevaliers tardifs,Späte Ritter,Caballeros tardíos,Późni rycerze,Поздние рыцари,후기 기사,後期騎士,晚期騎士,晚期騎士,Geç Dönem Şövalyeleri,उत्तरकालीन शूरवीर,Ksatria Akhir
Norman_Special.name,Norman Knights,Chevaliers normands,Normannische Ritter,Caballeros normandos,Normannscy rycerze,Норманнские рыцари,노르만 기사,ノルマン騎士,諾曼騎士,諾曼騎士,Norman Şövalyeleri,नॉर्मन शूरवीर,Ksatria Norman
High_Knights_Dismounted.name,High Knights (Dismounted),Hauts chevaliers (à pied),Hohe Ritter (abgesessen),Altos caballeros (desmontados),Wysokiej rangi rycerze (piesi),Высокие рыцари (спешенные),고위 기사 (하마),上級騎士（下馬）,高級騎士（下馬）,高階騎士（下馬）,Yüksek Şövalyeler (Yaya),उच्च शूरवीर (पैदल),Ksatria Tinggi (Turun Kuda)
Late_Knights_Dismounted.name,Late Knights (Dismounted),Chevaliers tardifs (à pied),Späte Ritter (abgesessen),Caballeros tardíos (desmontados),Późni rycerze (piesi),Поздние рыцари (спешенные),후기 기사 (하마),後期騎士（下馬）,晚期騎士（下馬）,晚期騎士（下馬）,Geç Dönem Şövalyeleri (Yaya),उत्तरकालीन शूरवीर (पैदल),Ksatria Akhir (Turun Kuda)
Sword_Militia_CE.name,Sword Militia,Milice d'épée,Schwertmiliz,Milicia de espada,Milicja mieczy,Мечная милиция,검 민병대,剣民兵,剑民兵,劍民兵,Kılıç Milisi,तलवार मिलिशिया,Milisi Pedang
Viking_Special.name,Drengir,Drengir,Drengir,Drengir,Drengirowie,Дренгиры,드렝기르,ドレンギル,德伦吉尔,德倫吉爾,Drengir,ड्रेंगिर,Drengir
Longbowman_Special.name,English Longbowmen,Archers longs anglais,Englische Langbogenschützen,Arqueros largos ingleses,Angielscy łucznicy długich łuków,Английские лучники с длинными луками,잉글랜드 장궁병,イングランド長弓兵,英格蘭長弓手,英格蘭長弓手,İngiliz Uzun Yay Okçuları,अंग्रेज़ी लॉन्गबोमैन,Pemanah Busur Panjang Inggris
Welsh_Longbowman_Special.name,Welsh Longbowmen,Archers longs gallois,Walisische Langbogenschützen,Arqueros largos galeses,Walescy łucznicy długich łuków,Валлийские лучники с длинными луками,웨일스 장궁병,ウェールズ長弓兵,威爾斯長弓手,威爾斯長弓手,Galli Uzun Yay Okçuları,वेल्श लॉन्गबोमैन,Pemanah Busur Panjang Welsh
Cataphract_Special.name,Kataphraktoi,Cataphractaires,Kataphraktoi,Catafractos,Katafrakci,Катафракты,카타프락토이,カタフラクト,重甲骑兵,覆甲騎兵,Zırhlılar,कैटाफ़्रैक्ट,Katafrak
Varangian_Guard_Special.name,Varangian Guard,Gardes varègues,Warägergarde,Guardias varegos,Strażnicy warescy,Варяги,바랑기아 수비대,ヴァリャーグ兵,瓦兰吉守卫,瓦蘭幾亞守衛,Varangyalı Muhafızlar,वैरंजियन गार्ड्स,Penjaga Varangia
Roman_Infantry_Special.name,Pronoiarii (Dismounted),Pronoiarii (à pied),Pronoiarii (abgesessen),Pronoiarii (desmontados),Pronoiariusze (piesi),Пронойарии (спешенные),프로노이아리 (하마),プロノイアリイ（下馬）,普罗诺亚里（下马）,普羅諾伊阿里（下馬）,Pronoiarii (Yaya),प्रोनोइयारी (पैदल),Pronoiarii (Turun Kuda)
Pronoia_Special.name,Pronoiarii,Pronoiarii,Pronoiarii,Pronoiarii,Pronoiariusze,Пронойарии,프로노이아리,プロノイアリイ,普罗诺亚里,普羅諾伊阿里,Pronoiarii,प्रोनोया कैवलरी,Pronoiarii
Horse_Archer_CE.name,"Magyar Horse Archers","Cavalerie avec arc","Berittene Bogenschützen","Arqueros a caballo","Łucznicy konni","Конные лучники","기마 궁수","弓騎兵","弓骑兵","馬弓手","Atlı Okçular","हॉर्स आर्चर्स","Pemanah Berkuda"
"Militia_Steppe.name","Levies","Paysans des steppes","Steppenbauern","Campesinos esteparios","Chłopi ze stepów","Степные крестьяне","스텝 소작농","ステップ農民","草原农民","草原農民","Bozkır Köylüleri","स्टेप किसान","Petani Stepa"
"Light_Infantry_Steppe.name","Ghazis","Guerriers des steppes","Steppenkrieger","Guerreros esteparios","Wojownicy ze stepów","Степные воины","스텝 전사","ステップ戦士","草原战士","草原戰士","Bozkır Savaşçıları","स्टेप लड़ाके","Prajurit Stepa"
"Light_Cavalry_Steppe.name","Levy Cavalry","Cavalerie des steppes","Steppenkavallerie","Caballería esteparia","Kawaleria stepowa","Степная конница","스텝 기병","ステップ騎兵","草原骑兵","草原騎兵","Bozkır Süvarileri","स्टेप कैवलरी","Kavaleri Stepa"
"Light_Archer_Steppe.name","Levy Archers","Archers des steppes","Steppenbogenschützen","Arqueros esteparios","Łucznicy ze stepów","Степные лучники","스텝 궁수","ステップ弓兵","草原弓兵","草原弓箭手","Bozkır Okçuları","स्टेप आर्चर्स","Pemanah Stepa"
Masjid.flavor,"A Masjid serves as the local center of worship, community gathering, and religious instruction, reinforcing faith, social cohesion, and daily ritual life.","Un lieu de répit pieux et de prêches.","Ein Ort des frommen Rückzugs und für Predigten.","Un lugar para el descanso devoto y la oración.","Miejsce modlitwy, zadumy i świętych nauk.","Место для праведного отдыха и проповедей.","경건한 휴식과 설교를 위한 장소입니다.","信心深い人々の憩いの場で、説教を行う場所","虔敬人士休息和布道的地方。","虔誠休息、佈道的地方。","Dinle dolu bir mola ve vaazlar için bir yer.","पवित्र आराम और धार्मिक प्रवचन की जगह.","Tempat untuk peristirahatan saleh dan dakwah."
GreatMosque.flavor,"A Great Mosque is the principal religious monument of the city, hosting Friday sermons, major gatherings, and scholarly activity while projecting spiritual and political authority.","Un lieu de répit pieux et de prêches.","Ein Ort des frommen Rückzugs und für Predigten.","Un lugar para el descanso devoto y la oración.","Miejsce modlitwy, zadumy i świętych nauk.","Место для праведного отдыха и проповедей.","경건한 휴식과 설교를 위한 장소입니다.","信心深い人々の憩いの場で、説教を行う場所","虔敬人士休息和布道的地方。","虔誠休息、佈道的地方。","Dinle dolu bir mola ve vaazlar için bir yer.","पवित्र आराम और धार्मिक प्रवचन की जगह.","Tempat untuk peristirahatan saleh dan dakwah."
"Woodworking.name","Lumber Camps","Travail du bois","Holzverarbeitung","Carpintería","Obróbka drewna","Обработка дерева","목재 가공","木工","伐木业","林業","Ağaç İşleme","लकड़ी का काम","Kerajinan Kayu"
"Woodworking.flavor","Simple wooden huts and shelters stand among the trees, where woodcutters gather, split, and stack timber from the surrounding forest. Logs are hauled back to the camp to supply settlements, workshops, and construction sites.","L'industrie du bois fournit beaucoup de ressources brutes, telles que le bois et le goudron, ainsi que des meubles, du verre forestier et des tonneaux.","Die holzverarbeitende Industrie bietet eine Menge Rohstoffe wie Holz und Teer, außerdem Möbel, Waldglas und Fässer.","La industria de la carpintería proporciona muchos recursos en bruto como leña y brea, además de mobiliario, vidrio del bosque y barriles.","Przemysł drzewny zapewnia wiele zasobów, takich jak drewno czy smoła, oraz meble, zielone szkło i beczki.","Деревообработка дает ценное сырье, в том числе смолу и древесину. Также здесь изготавливают мебель, лесное стекло и бочки.","목공 산업은 목재와 타르 등 다량의 원자재는 물론이고 가구, 발트글라스, 나무통까지 제공합니다.","木工産業は木材やタールといったさまざまな原材料を生産でき、家具や森林ガラスや樽も入手できる","伐木业可提供一系列原材料，比如木材和焦油，除此之外还有家具、森林玻璃和木桶。","林業提供許多天然資材，例如原木、瀝青，以及家具、林草、木桶。","Ağaç işleme endüstrisi, mobilya, orman camı ve fıçıların yanı sıra kereste ve katran gibi birçok ham kaynak sağlar.","लकड़ी के उद्योग में इमारती लकड़ी और टार जैसी चीज़ें, साथ ही फ़र्नीचर, जंगली कांच और बैरल भी बनाए जाते हैं.","Industri kerajinan kayu menyediakan banyak sumber daya mentah, seperti kayu bangunan dan tar, juga furnitur, kaca dari abu kayu, dan tong."
"Sawmill.name","Sawmills","Scieries","Sägemühlen","Aserraderos","Tartaki","Лесопилки","제재소","製材所","锯木厂","鋸木廠","Kereste Atölyeleri","सॉमिल्स","Pengolahan Kayu"
"Sawmill.flavor","Wooden sheds fitted with large saws allow workers to cut heavy logs into straight planks and beams. The increased supply of prepared timber makes larger buildings, ships, and more elaborate wooden structures possible.","Découpé en poutres, le bois entre dans la fabrication de mobilier, la construction de bâtiments et la conception de machines, mais sera également utile dans de nombreux autres domaines.","Um Möbel, Gebäude, Maschinerie und vieles andere zu bauen, wird verarbeitetes Holz benötigt.","La madera procesada es necesaria para fabricar muebles, construcciones y maquinaria, entre otros usos.","Z obrobionego drewna powstają m.in. meble, budowle i elementy maszynerii.","Обработанная древесина используется в строительстве, производстве мебели и различных машин и имеет множество других применений.","가공한 목재는 가구, 건물, 기계 제작 등 다양한 분야에 필요합니다.","ここで加工された木材は、家具や建造物、機械などの材料として必要なほか、さまざまな用途で使用される","家具、建筑物、机械的建造以及许多其他用途都需要加工过的木材。","生產加工過的木材，對於家具、建設和機械的製造以及許多其他用途都派得上用場。","İşlenmiş kereste mobilya, bina ve makine yapımının yanı sıra diğer birçok amaç için gereklidir.","फ़र्निचर, बिल्डिंग और मशीनरी बनाने के अलावा और भी कई प्रयोजनों के लिए प्रोसेस की गई लकड़ी की ज़रूरत पड़ती है.","Kayu olahan dibutuhkan untuk konstruksi furnitur, gedung, dan mesin, juga untuk berbagai keperluan lainnya."
